ioc_12_2,comment
polioptila lembeyei,Cuban Gnatcatcher
polioptila albiventris,Yucatan Gnatcatcher
polioptila bilineata,White-browed Gnatcatcher
polioptila caerulea,Blue-grey Gnatcatcher
polioptila melanura,Black-tailed Gnatcatcher
polioptila californica,California Gnatcatcher
polioptila nigriceps,Black-capped Gnatcatcher
polioptila albiloris,White-lored Gnatcatcher
sitta leucopsis,White-cheeked Nuthatch
sitta przewalskii,Przevalski's Nuthatch
sitta magna,Giant Nuthatch
sitta carolinensis,White-breasted Nuthatch
sitta formosa,Beautiful Nuthatch
sitta azurea,Blue Nuthatch
sitta frontalis,Velvet-fronted Nuthatch
sitta solangiae,Yellow-billed Nuthatch
sitta oenochlamys,Sulphur-billed Nuthatch
sitta pygmaea,Pygmy Nuthatch
sitta pusilla,Brown-headed Nuthatch
sitta insularis,Bahama Nuthatch
sitta yunnanensis,Yunnan Nuthatch
sitta ledanti,Algerian Nuthatch
sitta krueperi,Krüper's Nuthatch
sitta canadensis,Red-breasted Nuthatch
sitta whiteheadi,Corsican Nuthatch
sitta villosa,Chinese Nuthatch
sitta neumayer,Western Rock Nuthatch
sitta tephronota,Eastern Rock Nuthatch
sitta arctica,Siberian Nuthatch
sitta victoriae,White-browed Nuthatch
sitta himalayensis,White-tailed Nuthatch
sitta europaea,Eurasian Nuthatch
sitta nagaensis,Chestnut-vented Nuthatch
sitta cashmirensis,Kashmir Nuthatch
sitta castanea,Indian Nuthatch
sitta cinnamoventris,Chestnut-bellied Nuthatch
sitta neglecta,Burmese Nuthatch
tichodroma muraria,Wallcreeper
certhia familiaris,Eurasian Treecreeper
certhia hodgsoni,Hodgson's Treecreeper
certhia americana,Brown Creeper
certhia brachydactyla,Short-toed Treecreeper
certhia himalayana,Bar-tailed Treecreeper
certhia nipalensis,Rusty-flanked Treecreeper
certhia discolor,Sikkim Treecreeper
certhia manipurensis,Hume's Treecreeper
certhia tianquanensis,Sichuan Treecreeper
salpornis spilonota,Indian Spotted Creeper
salpornis salvadori,African Spotted Creeper
dumetella carolinensis,Grey Catbird
melanoptila glabrirostris,Black Catbird
mimus polyglottos,Northern Mockingbird
mimus gilvus,Tropical Mockingbird
mimus gundlachii,Bahama Mockingbird
mimus thenca,Chilean Mockingbird
mimus longicaudatus,Long-tailed Mockingbird
mimus saturninus,Chalk-browed Mockingbird
mimus patagonicus,Patagonian Mockingbird
mimus triurus,White-banded Mockingbird
mimus dorsalis,Brown-backed Mockingbird
mimus parvulus,Galapagos Mockingbird
mimus trifasciatus,Floreana Mockingbird
mimus macdonaldi,Espanola Mockingbird
mimus melanotis,San Cristobal Mockingbird
mimus graysoni,Socorro Mockingbird
oreoscoptes montanus,Sage Thrasher
toxostoma rufum,Brown Thrasher
toxostoma longirostre,Long-billed Thrasher
toxostoma guttatum,Cozumel Thrasher
toxostoma cinereum,Grey Thrasher
toxostoma bendirei,Bendire's Thrasher
toxostoma ocellatum,Ocellated Thrasher
toxostoma curvirostre,Curve-billed Thrasher
toxostoma redivivum,California Thrasher
toxostoma crissale,Crissal Thrasher
toxostoma lecontei,LeConte's Thrasher
ramphocinclus brachyurus,White-breasted Thrasher
melanotis caerulescens,Blue Mockingbird
melanotis hypoleucus,Blue-and-white Mockingbird
allenia fusca,Scaly-breasted Thrasher
margarops fuscatus,Pearly-eyed Thrasher
cinclocerthia ruficauda,Brown Trembler
cinclocerthia gutturalis,Grey Trembler
aplonis metallica,Metallic Starling
aplonis circumscripta,Violet-hooded Starling
aplonis mystacea,Yellow-eyed Starling
aplonis cantoroides,Singing Starling
aplonis crassa,Tanimbar Starling
aplonis feadensis,Atoll Starling
aplonis insularis,Rennell Starling
aplonis magna,Long-tailed Starling
aplonis brunneicapillus,White-eyed Starling
aplonis grandis,Brown-winged Starling
aplonis dichroa,Makira Starling
aplonis zelandica,Rusty-winged Starling
aplonis striata,Striated Starling
aplonis fusca,Tasman Starling
aplonis santovestris,Mountain Starling
aplonis panayensis,Asian Glossy Starling
aplonis mysolensis,Moluccan Starling
aplonis minor,Short-tailed Starling
aplonis opaca,Micronesian Starling
aplonis pelzelni,Pohnpei Starling
aplonis tabuensis,Polynesian Starling
aplonis atrifusca,Samoan Starling
aplonis corvina,Kosrae Starling
aplonis mavornata,Mauke Starling
aplonis cinerascens,Rarotonga Starling
mino dumontii,Yellow-faced Myna
mino kreffti,Long-tailed Myna
mino anais,Golden Myna
basilornis celebensis,Sulawesi Myna
basilornis galeatus,Helmeted Myna
basilornis corythaix,Long-crested Myna
goodfellowia miranda,Apo Myna
sarcops calvus,Coleto
streptocitta albicollis,White-necked Myna
streptocitta albertinae,Bare-eyed Myna
enodes erythrophris,Fiery-browed Starling
scissirostrum dubium,Grosbeak Starling
saroglossa spilopterus,Spot-winged Starling
ampeliceps coronatus,Golden-crested Myna
gracula ptilogenys,Sri Lanka Hill Myna
gracula religiosa,Common Hill Myna
gracula indica,Southern Hill Myna
gracula robusta,Nias Hill Myna
gracula enganensis,Enggano Hill Myna
acridotheres grandis,Great Myna
acridotheres cristatellus,Crested Myna
acridotheres javanicus,Javan Myna
acridotheres cinereus,Pale-bellied Myna
acridotheres fuscus,Jungle Myna
acridotheres albocinctus,Collared Myna
acridotheres ginginianus,Bank Myna
acridotheres tristis,Common Myna
acridotheres melanopterus,Black-winged Starling
acridotheres burmannicus,Vinous-breasted Starling
spodiopsar sericeus,Red-billed Starling
spodiopsar cineraceus,White-cheeked Starling
gracupica nigricollis,Black-collared Starling
gracupica contra,Indian Pied Myna
gracupica floweri,Siamese Pied Myna
gracupica jalla,Javan Pied Myna
agropsar sturninus,Daurian Starling
agropsar philippensis,Chestnut-cheeked Starling
sturnia sinensis,White-shouldered Starling
sturnia malabarica,Chestnut-tailed Starling
sturnia erythropygia,White-headed Starling
sturnia blythii,Malabar Starling
sturnia pagodarum,Brahminy Starling
sturnornis albofrontatus,White-faced Starling
leucopsar rothschildi,Bali Myna
fregilupus varius,Hoopoe Starling
necropsar rodericanus,Rodrigues Starling
pastor roseus,Rosy Starling
sturnus vulgaris,Common Starling
sturnus unicolor,Spotless Starling
creatophora cinerea,Wattled Starling
notopholia corusca,Black-bellied Starling
hylopsar purpureiceps,Purple-headed Starling
hylopsar cupreocauda,Copper-tailed Starling
lamprotornis nitens,Cape Starling
lamprotornis chalybaeus,Greater Blue-eared Starling
lamprotornis chloropterus,Lesser Blue-eared Starling
lamprotornis elisabeth,Miombo Blue-eared Starling
lamprotornis chalcurus,Bronze-tailed Starling
lamprotornis splendidus,Splendid Starling
lamprotornis ornatus,Principe Starling
lamprotornis iris,Emerald Starling
lamprotornis purpureus,Purple Starling
lamprotornis purpuroptera,Rüppell's Starling
lamprotornis caudatus,Long-tailed Glossy Starling
lamprotornis regius,Golden-breasted Starling
lamprotornis mevesii,Meves's Starling
lamprotornis australis,Burchell's Starling
lamprotornis acuticaudus,Sharp-tailed Starling
lamprotornis superbus,Superb Starling
lamprotornis hildebrandti,Hildebrandt's Starling
lamprotornis shelleyi,Shelley's Starling
lamprotornis pulcher,Chestnut-bellied Starling
lamprotornis unicolor,Ashy Starling
lamprotornis fischeri,Fischer's Starling
lamprotornis bicolor,Pied Starling
lamprotornis albicapillus,White-crowned Starling
hartlaubius auratus,Madagascar Starling
cinnyricinclus leucogaster,Violet-backed Starling
onychognathus morio,Red-winged Starling
onychognathus tenuirostris,Slender-billed Starling
onychognathus fulgidus,Chestnut-winged Starling
onychognathus walleri,Waller's Starling
onychognathus blythii,Somali Starling
onychognathus frater,Socotra Starling
onychognathus tristramii,Tristram's Starling
onychognathus nabouroup,Pale-winged Starling
onychognathus salvadorii,Bristle-crowned Starling
onychognathus albirostris,White-billed Starling
onychognathus neumanni,Neumann's Starling
poeoptera stuhlmanni,Stuhlmann's Starling
poeoptera kenricki,Kenrick's Starling
poeoptera lugubris,Narrow-tailed Starling
poeoptera sharpii,Sharpe's Starling
poeoptera femoralis,Abbott's Starling
grafisia torquata,White-collared Starling
speculipastor bicolor,Magpie Starling
neocichla gutturalis,Babbling Starling
rhabdornis mystacalis,Stripe-headed Rhabdornis
rhabdornis inornatus,Stripe-breasted Rhabdornis
rhabdornis rabori,Visayan Rhabdornis
rhabdornis grandis,Grand Rhabdornis
buphagus africanus,Yellow-billed Oxpecker
buphagus erythrorynchus,Red-billed Oxpecker
grandala coelicolor,Grandala
sialia currucoides,Mountain Bluebird
sialia mexicana,Western Bluebird
sialia sialis,Eastern Bluebird
stizorhina finschi,Finsch's Rufous Thrush
stizorhina fraseri,Fraser's Rufous Thrush
neocossyphus poensis,White-tailed Ant Thrush
neocossyphus rufus,Red-tailed Ant Thrush
pinarornis plumosus,Boulder Chat
myadestes occidentalis,Brown-backed Solitaire
myadestes unicolor,Slate-colored Solitaire
myadestes townsendi,Townsend's Solitaire
myadestes myadestinus,Kamao
myadestes palmeri,Puaiohi
myadestes lanaiensis,Olomao
myadestes obscurus,Omao
myadestes elisabeth,Cuban Solitaire
myadestes genibarbis,Rufous-throated Solitaire
myadestes melanops,Black-faced Solitaire
myadestes coloratus,Varied Solitaire
myadestes ralloides,Andean Solitaire
chlamydochaera jefferyi,Fruithunter
cochoa purpurea,Purple Cochoa
cochoa viridis,Green Cochoa
cochoa beccarii,Sumatran Cochoa
cochoa azurea,Javan Cochoa
ixoreus naevius,Varied Thrush
ridgwayia pinicola,Aztec Thrush
cichlopsis leucogenys,Rufous-brown Solitaire
entomodestes coracinus,Black Solitaire
entomodestes leucotis,White-eared Solitaire
hylocichla mustelina,Wood Thrush
catharus dryas,Yellow-throated Nightingale-Thrush
catharus maculatus,Speckled Nightingale-Thrush
catharus aurantiirostris,Orange-billed Nightingale-Thrush
catharus mexicanus,Black-headed Nightingale-Thrush
catharus fuscater,Slaty-backed Nightingale-Thrush
catharus ustulatus,Swainson's Thrush
catharus gracilirostris,Black-billed Nightingale-Thrush
catharus guttatus,Hermit Thrush
catharus occidentalis,Russet Nightingale-Thrush
catharus frantzii,Ruddy-capped Nightingale-Thrush
catharus minimus,Grey-cheeked Thrush
catharus bicknelli,Bicknell's Thrush
catharus fuscescens,Veery
zoothera dixoni,Long-tailed Thrush
zoothera mollissima,Alpine Thrush
zoothera salimalii,Himalayan Thrush
zoothera griseiceps,Sichuan Thrush
zoothera monticola,Long-billed Thrush
zoothera heinrichi,Geomalia
zoothera marginata,Dark-sided Thrush
zoothera everetti,Everett's Thrush
zoothera andromedae,Sunda Thrush
zoothera aurea,White's Thrush
zoothera dauma,Scaly Thrush
zoothera neilgherriensis,Nilgiri Thrush
zoothera imbricata,Sri Lanka Thrush
zoothera major,Amami Thrush
zoothera terrestris,Bonin Thrush
zoothera turipavae,Guadalcanal Thrush
zoothera margaretae,Makira Thrush
zoothera heinei,Russet-tailed Thrush
zoothera machiki,Fawn-breasted Thrush
zoothera lunulata,Bassian Thrush
zoothera talaseae,Black-backed Thrush
geokichla sibirica,Siberian Thrush
geokichla wardii,Pied Thrush
geokichla princei,Grey Ground Thrush
geokichla camaronensis,Black-eared Ground Thrush
geokichla guttata,Spotted Ground Thrush
geokichla spiloptera,Spot-winged Thrush
geokichla crossleyi,Crossley's Ground Thrush
geokichla piaggiae,Abyssinian Ground Thrush
geokichla oberlaenderi,Oberländer's Ground Thrush
geokichla gurneyi,Orange Ground Thrush
geokichla citrina,Orange-headed Thrush
geokichla dumasi,Buru Thrush
geokichla joiceyi,Seram Thrush
geokichla peronii,Orange-sided Thrush
geokichla schistacea,Slaty-backed Thrush
geokichla interpres,Chestnut-capped Thrush
geokichla leucolaema,Enggano Thrush
geokichla dohertyi,Chestnut-backed Thrush
geokichla cinerea,Ashy Thrush
geokichla erythronota,Red-backed Thrush
geokichla mendeni,Red-and-black Thrush
turdus litsitsirupa,Groundscraper Thrush
turdus mupinensis,Chinese Thrush
turdus philomelos,Song Thrush
turdus viscivorus,Mistle Thrush
turdus pelios,African Thrush
turdus xanthorhynchus,Principe Thrush
turdus olivaceofuscus,Sao Tome Thrush
turdus abyssinicus,Abyssinian Thrush
turdus helleri,Taita Thrush
turdus roehli,Usambara Thrush
turdus olivaceus,Olive Thrush
turdus libonyana,Kurrichane Thrush
turdus bewsheri,Comoros Thrush
turdus tephronotus,Bare-eyed Thrush
turdus smithi,Karoo Thrush
turdus ludoviciae,Somali Thrush
turdus mandarinus,Chinese Blackbird
turdus iliacus,Redwing
turdus merula,Common Blackbird
turdus menachensis,Yemen Thrush
turdus niveiceps,Taiwan Thrush
turdus boulboul,Grey-winged Blackbird
turdus simillimus,Indian Blackbird
turdus unicolor,Tickell's Thrush
turdus dissimilis,Black-breasted Thrush
turdus cardis,Japanese Thrush
turdus hortulorum,Grey-backed Thrush
turdus obscurus,Eyebrowed Thrush
turdus pallidus,Pale Thrush
turdus feae,Grey-sided Thrush
turdus chrysolaus,Brown-headed Thrush
turdus celaenops,Izu Thrush
turdus poliocephalus,Island Thrush
turdus maximus,Tibetan Blackbird
turdus kessleri,White-backed Thrush
turdus pilaris,Fieldfare
turdus torquatus,Ring Ouzel
turdus atrogularis,Black-throated Thrush
turdus ruficollis,Red-throated Thrush
turdus eunomus,Dusky Thrush
turdus naumanni,Naumann's Thrush
turdus rubrocanus,Chestnut Thrush
turdus albocinctus,White-collared Blackbird
turdus turdoides,Sulawesi Thrush
turdus migratorius,American Robin
turdus infuscatus,Black Thrush
turdus rufitorques,Rufous-collared Thrush
turdus nigrescens,Sooty Thrush
turdus plumbeus,Red-legged Thrush
turdus ravidus,Grand Cayman Thrush
turdus aurantius,White-chinned Thrush
turdus lherminieri,Forest Thrush
turdus plebejus,Mountain Thrush
turdus leucops,Pale-eyed Thrush
turdus jamaicensis,White-eyed Thrush
turdus swalesi,La Selle Thrush
turdus fulviventris,Chestnut-bellied Thrush
turdus reevei,Plumbeous-backed Thrush
turdus chiguanco,Chiguanco Thrush
turdus nigriceps,Andean Slaty Thrush
turdus serranus,Glossy-black Thrush
turdus olivater,Black-hooded Thrush
turdus fuscater,Great Thrush
turdus falcklandii,Austral Thrush
turdus lawrencii,Lawrence's Thrush
turdus murinus,Pantepui Thrush
turdus subalaris,Blacksmith Thrush
turdus amaurochalinus,Creamy-bellied Thrush
turdus eremita,Tristan Thrush
turdus maranonicus,Maranon Thrush
turdus ignobilis,Black-billed Thrush
turdus arthuri,Campina Thrush
turdus flavipes,Yellow-legged Thrush
turdus assimilis,White-throated Thrush
turdus daguae,Dagua Thrush
turdus albicollis,White-necked Thrush
turdus rufopalliatus,Rufous-backed Thrush
turdus obsoletus,Pale-vented Thrush
turdus leucomelas,Pale-breasted Thrush
turdus fumigatus,Cocoa Thrush
turdus hauxwelli,Hauxwell's Thrush
turdus rufiventris,Rufous-bellied Thrush
turdus grayi,Clay-colored Thrush
turdus nudigenis,Spectacled Thrush
turdus maculirostris,Ecuadorian Thrush
turdus sanchezorum,Varzea Thrush
turdus haplochrous,Unicolored Thrush
alethe diademata,White-tailed Alethe
alethe castanea,Fire-crested Alethe
cercotrichas coryphoeus,Karoo Scrub Robin
cercotrichas leucosticta,Forest Scrub Robin
cercotrichas quadrivirgata,Bearded Scrub Robin
cercotrichas barbata,Miombo Scrub Robin
cercotrichas podobe,Black Scrub Robin
cercotrichas galactotes,Rufous-tailed Scrub Robin
cercotrichas paena,Kalahari Scrub Robin
cercotrichas hartlaubi,Brown-backed Scrub Robin
cercotrichas leucophrys,White-browed Scrub Robin
cercotrichas signata,Brown Scrub Robin
copsychus fulicatus,Indian Robin
copsychus saularis,Oriental Magpie-Robin
copsychus pyrropygus,Rufous-tailed Shama
copsychus albospecularis,Madagascar Magpie-Robin
copsychus sechellarum,Seychelles Magpie-Robin
copsychus mindanensis,Philippine Magpie-Robin
copsychus malabaricus,White-rumped Shama
copsychus albiventris,Andaman Shama
copsychus stricklandii,White-crowned Shama
copsychus luzoniensis,White-browed Shama
copsychus superciliaris,Visayan Shama
copsychus niger,White-vented Shama
copsychus cebuensis,Black Shama
fraseria ocreata,Fraser's Forest Flycatcher
fraseria cinerascens,White-browed Forest Flycatcher
myioparus griseigularis,Grey-throated Tit-Flycatcher
myioparus plumbeus,Grey Tit-Flycatcher
melaenornis brunneus,Angola Slaty Flycatcher
melaenornis fischeri,White-eyed Slaty Flycatcher
melaenornis chocolatinus,Abyssinian Slaty Flycatcher
melaenornis annamarulae,Nimba Flycatcher
melaenornis ardesiacus,Yellow-eyed Black Flycatcher
melaenornis edolioides,Northern Black Flycatcher
melaenornis pammelaina,Southern Black Flycatcher
melaenornis pallidus,Pale Flycatcher
melaenornis infuscatus,Chat Flycatcher
melaenornis microrhynchus,African Grey Flycatcher
melaenornis mariquensis,Marico Flycatcher
melaenornis silens,Fiscal Flycatcher
empidornis semipartitus,Silverbird
muscicapa striata,Spotted Flycatcher
muscicapa tyrrhenica,Mediterranean Flycatcher
muscicapa gambagae,Gambaga Flycatcher
muscicapa griseisticta,Grey-streaked Flycatcher
muscicapa sibirica,Dark-sided Flycatcher
muscicapa dauurica,Asian Brown Flycatcher
muscicapa sodhii,Sulawesi Streaked Flycatcher
muscicapa williamsoni,Brown-streaked Flycatcher
muscicapa randi,Ashy-breasted Flycatcher
muscicapa segregata,Sumba Brown Flycatcher
muscicapa muttui,Brown-breasted Flycatcher
muscicapa ferruginea,Ferruginous Flycatcher
muscicapa caerulescens,Ashy Flycatcher
muscicapa aquatica,Swamp Flycatcher
muscicapa cassini,Cassin's Flycatcher
muscicapa olivascens,Olivaceous Flycatcher
muscicapa lendu,Chapin's Flycatcher
muscicapa itombwensis,Itombwe Flycatcher
muscicapa adusta,African Dusky Flycatcher
muscicapa epulata,Little Grey Flycatcher
muscicapa sethsmithi,Yellow-footed Flycatcher
muscicapa comitata,Dusky-blue Flycatcher
muscicapa tessmanni,Tessmann's Flycatcher
muscicapa infuscata,Sooty Flycatcher
muscicapa ussheri,Ussher's Flycatcher
muscicapa boehmi,Böhm's Flycatcher
leucoptilon concretum,White-tailed Flycatcher
anthipes monileger,White-gorgeted Flycatcher
anthipes solitaris,Rufous-browed Flycatcher
cyornis hainanus,Hainan Blue Flycatcher
cyornis unicolor,Pale Blue Flycatcher
cyornis ruckii,Rück's Blue Flycatcher
cyornis herioti,Blue-breasted Blue Flycatcher
cyornis pallidipes,White-bellied Blue Flycatcher
cyornis poliogenys,Pale-chinned Blue Flycatcher
cyornis whitei,Hill Blue Flycatcher
cyornis banyumas,Javan Blue Flycatcher
cyornis montanus,Dayak Blue Flycatcher
cyornis kadayangensis,Meratus Blue Flycatcher
cyornis magnirostris,Large Blue Flycatcher
